year,total_speakers_global,total_speakers_rf,source_name,source_url
2010,500000,128197,Wikipedia,https://ru.wikipedia.org/wiki/%D0%A6%D1%8B%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
