letter,frequency,percent
А,39880,18.1714
Н,20760,9.4593
Д,15349,6.9938
М,13125,5.9804
И,12916,5.8852
Т,9689,4.4148
Я,9456,4.3086
Х,8679,3.9546
Р,8482,3.8648
В,8162,3.719
Е,7820,3.5632
Э,7460,3.3992
О,7428,3.3846
С,7343,3.3458
Ӈ,6595,3.005
У,4875,2.2213
Ы,4249,1.9361
Л,4116,1.8755
П,3813,1.7374
Б,3578,1.6303
К,3324,1.5146
Ь,2219,1.0111
Г,2057,0.9373
Ц,1870,0.8521
Й,1824,0.8311
Ю,1798,0.8193
Ё,991,0.4516
З,961,0.4379
Ф,472,0.2151
Ъ,124,0.0565
Ч,34,0.0155
Ж,9,0.0041
Ш,5,0.0023
Щ,3,0.0014
