year,total_speakers_global,total_speakers_rf,source_name,source_url
2012,456341,,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D1%8B%D0%BC%D1%81%D0%BA%D0%BE%D1%82%D0%B0%D1%82%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
2020,,149827,Rosstat – Government Census RF,https://web.archive.org/web/20230326024701/https://rosstat.gov.ru/storage/mediabank/Tom5_tab4_VPN-2020.xlsx
2020,541 000,,Ethnologue,https://www.ethnologue.com/language/crh/
