year,total_speakers_global,total_speakers_rf,source_name,source_url
2020,,150405,Rosstat – Government Census RF,https://web.archive.org/web/20230326024701/https://rosstat.gov.ru/storage/mediabank/Tom5_tab4_VPN-2020.xlsx
