year,total_speakers_global,total_speakers_rf,source_name,source_url
2025,,20000,Википедия,https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BD%D0%B4%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
2025,,20000,Малые языки России. Проект Института языкознания РАН,https://minlang.iling-ran.ru/lang/tindinskiy-yazyk
2025,10000,,Joshua project,https://joshuaproject.net/languages/tin
