letter,frequency,percent
А,84454,17.7141
И,37425,7.8498
Р,28413,5.9596
О,27840,5.8394
В,25820,5.4157
Т,23999,5.0337
Н,23980,5.0298
Е,22143,4.6445
С,19218,4.0309
К,18015,3.7786
Л,17217,3.6112
Ӏ,16431,3.4464
У,15581,3.2681
Г,15086,3.1643
Д,13315,2.7928
З,12536,2.6294
Х,12465,2.6145
П,11964,2.5094
М,11242,2.358
Б,8374,1.7564
Ш,6903,1.4479
Ч,6061,1.2713
Я,5203,1.0913
Ъ,4845,1.0162
Ж,3913,0.8207
Ю,1612,0.3381
Ф,1258,0.2639
Э,859,0.1802
Й,572,0.12
Ё,18,0.0038
Ӣ,0,0.0
